,house_name,house_located,house_room,house_area,house_price,subway_info
888,南国丽城,南山区,4室1厅,7.8,1860,7号线
889,风和日丽,龙华区,4室1厅,7.2,1290,4号线
890,翠薇园,南山区,5室1厅,11.4,2360,2号线
891,信义金御半山二期,龙岗区,6室1厅,10.0,1790,5号线
892,金地龙城中央,龙岗区,6室1厅,12.2,1130,3号线
893,尚都二期,宝安区,4室1厅,13.0,3090,5号线
894,泰和花园,罗湖区,4室1厅,8.43,1690,5号线
895,龙联花园,南山区,4室1厅,13.1,1990,7号线
896,愉康花园,南山区,3室1厅,13.7,2690,11号线
897,春华四季园二期,龙华区,4室1厅,9.4,1560,5号线
898,港铁天颂,龙华区,5室1厅,18.0,2690,4号线
899,春华四季园二期,龙华区,4室1厅,9.4,1560,5号线
